author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
Ted  Rall. Sputnik International,In Praise of Bad Weather,There is joy in the air. That joy is misplaced. For that joy might kill us.,https://sputniknews.com/columnists/202103091082295331-in-praise-of-bad-weather/,https://cdn1.img.sputniknews.com/images/102283/01/1022830132.jpg,2021-03-09T17:32:07Z,"There is joy in the air. That joy is misplaced. For that joy might kill us.I set down these words on the 9th of March in Manhattan. Historically, the average temperature on this day of the year is 40… [+4700 chars]",,Sputnik International
"Tina Moore, Amanda Woods","Asian man beaten in unprovoked Lower East Side attack outside subway, cops say","The 56-year-old victim was entering the F train station at East Broadway and Rutgers Street around 8:50 p.m. Tuesday when a man suddenly hit him in the face, without saying a word, cops said.",https://nypost.com/2021/03/03/asian-man-beaten-in-unprovoked-nyc-subway-attack-cops-say/,https://nypost.com/wp-content/uploads/sites/2/2021/03/east-broadway-f-train.jpg?quality=90&strip=all&w=1200,2021-03-03T17:52:19Z,"A thug beat up an Asian man in an unprovoked attack just outside a Lower East Side subway station this week, according to police.
The 56-year-old victim was entering the F train station at East Broa… [+972 chars]",,New York Post
Andrew G. Simpson,"Internet Law Protects Video Platform From Church’s Bias Claim, Court Rules","Vimeo Inc. is immune to a lawsuit by a church whose account it deleted for promoting gay conversion, the federal appeals court in New York ruled, amid a battle over online speech. Church United and its president and founder, James …",https://www.insurancejournal.com/news/national/2021/03/15/605374.htm,https://www.insurancejournal.com/app/uploads/2021/03/vimeo-on-iphone-scaled.jpg,2021-03-15T05:00:15Z,"Vimeo Inc. is immune to a lawsuit by a church whose account it deleted for promoting gay conversion, the federal appeals court in New York ruled, amid a battle over online speech.
Church United and … [+2331 chars]",,Insurance Journal
mayaleo,A Man Who Allegedly Stabbed A 36-Year-Old Asian American Man Has Been Charged With Attempted Murder,Daily Dose Of Entertaiment,http://www.domigood.com/2021/03/a-man-who-allegedly-stabbed-36-year-old.html,,2021-03-01T13:31:42Z,"Prosecutors have charged a man accused of stabbing an Asian man in the back with second-degree attempted murder but have filed no hate crime charges in what appeared to be a violent, unprovoked incid… [+2808 chars]",,Domigood.com
Miranda Bryant in New York,‘There’s so much gratitude’: engineer who created viral vaccine site for $50,"Huge Ma built TurboVax , a bot that finds available appointments, after discovering how complicated it was to book one for his mother Huge Ma, a 31-year-old ...",https://news.yahoo.com/much-gratitude-engineer-created-viral-080017827.html,https://s.yimg.com/uu/api/res/1.2/pZMU6S7V2ahCfiRJ0LjXjA--~B/aD0zMDA7dz01MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/the_guardian_765/766cbfc5aa0b78386c29fddaefe89a73,2021-03-01T08:00:17Z,"Huge Ma first came up with the idea for his much-needed vaccination appointment-finding bot after discovering how complicated it was to book one for his mother.
You had to basically open three tabs,… [+5531 chars]",,Yahoo Entertainment
"Santi Ruiz, Santi Ruiz","State Legislatures Push to Fight Big Tech, but Experts Warn of Limitations","State legislatures in Florida, Arizona, and Minnesota are moving to curb the power of social media platforms to kick off users or remove content.
The post State Legislatures Push to Fight Big Tech, but Experts Warn of Limitations appeared first on Washington …",https://freebeacon.com/politics/state-legislatures-push-to-fight-big-tech-but-experts-warn-of-limitations/,https://freebeacon.com/wp-content/uploads/2021/02/pjimage.jpg,2021-02-23T19:10:04Z,"State legislatures in Florida, Arizona, and Minnesota are moving to curb the power of social media platforms to kick off users or remove content.
The Minnesota Senate bill was introduced this week a… [+3672 chars]",,Washington Free Beacon
"Christian Spencer, Ben Brachfeld",NYPD increases patrol in Asian communities in wake of Atlanta massacre,"The NYPD boosted patrol in Asian-American communities in the Big Apple on Wednesday — one day after six Asian women were gunned down in Atlanta, Georgia. In Chinatown, five officers with the NYPD’s Hate Crime Task Force were canvassing the streets and handing…",https://nypost.com/2021/03/17/nypd-increases-asian-community-patrols-after-atlanta-massacre/,https://nypost.com/wp-content/uploads/sites/2/2021/03/nypd-monitor-79.jpg?quality=90&strip=all&w=1200,2021-03-17T19:13:24Z,"The NYPD boosted patrol in Asian American communities in the Big Apple on Wednesday — one day after six Asian women were gunned down in Atlanta, Georgia.
In Chinatown, five officers with the NYPD’s … [+2664 chars]",,New York Post
"<![CDATA[John Sexton]]>, tips@hotair.com (Hot Air Network, LLC), Hot Air Network, LLC","After shocking attacks on elderly Asians, activists hold a rally against 'white supremacy' (there's just one problem)","<![CDATA[Earlier this month I wrote about a brutal attack in San Francisco that really shocked people around the country. An 84-year-old man named Vicha Ratanapakdee, an immigrant from Thailand who was nearly blind, was knocked to the ground by a 19-year-old …",https://hotair.com/archives/john-s-2/2021/02/22/shocking-attacks-elderly-asians-left-holds-rally-white-supremacy/,https://hotair.com/wp/wp-content/uploads/2021/02/attack.jpg,2021-02-22T15:00:44Z,"Earlier this month I wrote about a brutal attack in San Francisco that really shocked people around the country. An 84-year-old man named Vicha Ratanapakdee, an immigrant from Thailand who was nearly… [+6137 chars]",,Hot Air
carolinalily,"The View: Ron Kim, Jamie Raskin, Hot Topics","Panel is Whoopi (Monday), Joy, Sunny, Sara, Ana (Friday), and MeghanGodddd, fvcking Me-again todayhttps://www.youtube.com/watch?v=pdxMkZvGJ7YMore behind the cut Hot Topic Tragic 500K Covid Death Milestonehttps://www.youtube.com/watch?v=flY8i6X0yAcAmerica surp…",https://ohnotheydidnt.livejournal.com/120146379.html,https://l-files.livejournal.net/og_image/3616053/469321?v=1614046870,2021-02-23T02:21:07Z,"Panel is Whoopi (Monday), Joy, Sunny, Sara, Ana (Friday), and MeghanGodddd, fvcking Me-again today
https://www.youtube.com/watch?v=pdxMkZvGJ7Y
More behind the cut 
Hot Topic Tragic 500K Covid Deat… [+5462 chars]",,Livejournal.com
Nick Paumgarten,Andi Schmied’s Billionaire-Espionage Art Project,"The Hungarian artist, undercover as an oligarch, infiltrated Manhattan’s ultra-luxury high-rises with her fake husband, Zoltan, for a book of intentionally unartful photos, Nick Paumgarten writes.",https://www.newyorker.com/magazine/2021/03/08/andi-schmieds-billionaire-espionage-art-project,"https://media.newyorker.com/photos/6039c4186eff8772bb5ff22b/16:9/w_1280,c_limit/Talk-Paumgarten-LuxuryApartments-Social.jpg",2021-02-27T15:00:00Z,"Four years ago, during a three-month artists residency in Brooklyn, Andi Schmied, a photographer from Budapest, visited the Empire State Building and was surprised to see so many taller skyscrapers. … [+4983 chars]",,The New Yorker
David Crary,LGBTQ Catholics stung by Vatican rebuff of same-sex unions - Associated Press,"<ol><li>LGBTQ Catholics stung by Vatican rebuff of same-sex unions  Associated Press
</li><li>Vatican says it will not bless same-sex unions, calling them a 'sin'  CNN
</li><li>Vatican bars gay union blessing, says God 'can't bless sin'  Yahoo News
</li><l…",https://apnews.com/article/lgbtq-catholics-vatican-rebuff-same-sex-unions-d51a65e2880c4daf7ef58a199e2fd47f,https://storage.googleapis.com/afs-prod/media/015e268fc04a42f2a1a577e35bb86259/3000.jpeg,2021-03-15T20:05:44Z,"The Vaticans declaration that same-sex unions are a sin the Roman Catholic Church cannot bless was no surprise for LGBTQ Catholics in the United States yet it stung deeply nonetheless. 
Marianne Dud… [+5653 chars]",associated-press,Associated Press
,Poisoned Ivies Threaten American Freedoms,"Americans have for generations lauded our Ivy League universities and granted their graduates top leadership positions in our government, almost by default. Eight of the nine current Supreme Court justices are Ivy League graduates...",https://www.americanthinker.com/articles/2021/02/poisoned_ivies_threaten_american_freedoms.html,https://www.americanthinker.com/images/bucket/2021-02/227517.png,2021-02-23T06:00:00Z,"Americans have for generations lauded our Ivy League universities and granted their graduates top leadership positions in our government, almost by default. Eight of the nine current Supreme Court ju… [+10592 chars]",,Americanthinker.com
ABC News via MSN,"Asian man stabbed in back, suspect charged with attempted murder(Not a Hate Crime)","A 23-year-old man has been charged with second-degree attempted murder after allegedly stabbing a stranger in the back in New York City's Chinatown ""for no reason,"" prosecutors said. Salman Muflihi, of Brooklyn, allegedly pulled an 8-inch knife on the 36-year…",https://freerepublic.com/focus/f-news/3938484/posts,,2021-03-01T01:27:24Z,"Skip to comments.
Asian man stabbed in back, suspect charged with attempted murder(Not a Hate Crime)ABC News via MSN ^
 | 02/28/2021
 | staff
Posted on 02/28/2021 5:27:24 PM PST by Kid Shelleen
… [+1452 chars]",,Freerepublic.com
Rabbi Avraham Gordimer,The Supreme Court Conversion Ruling is something no Orthodox Rabbi can support,Throwing sacred and weighty standards out the window in pursuit of comfort and inclusiveness does not work when it comes to Torah. Opinion.,https://www.israelnationalnews.com/News/News.aspx/298107,https://u.a7.org/pictures/1004/1004926.jpg,2021-03-08T14:30:00Z,The recent Israeli Supreme Court ruling affirming citizenship under the Law of Return for those who undergo domestic non-halackhic conversions was roundly condemned by many preeminent Orthodox organi… [+5667 chars],,Israelnationalnews.com
,Screw Algebra,"GSTAAD—That’s all we needed in a great year, for The Great Gatsby’s copyright to expire. Some Fitzgerald wannabe has already cashed in with a prequel, and I’m certain the worst is yet to come. I suppose the insatiable hunger for fame and celebrity in order to…",https://www.takimag.com/article/screw-algebra/print,https://www.takimag.com/wp-content/uploads/81058613_132266965408.jpg,2021-03-06T08:13:32Z,"Hans-Joachim Marseille
GSTAADThats all we needed in a great year, for The Great Gatsbys copyright to expire. Some Fitzgerald wannabe has already cashed in with a prequel, and Im certain the worst is… [+4961 chars]",,Takimag.com
New York Post,Lady Gaga’s dad Joe Germanotta says family is ‘sick’ over dognapping,"Lady Gaga’s father told The Post Thursday the family is devastated over the dognapping of the star’s two beloved French Bulldogs, who were stolen at gunpoint in Los Angeles late Wednesday. “We’re just sick over it, it’s really horrible,” Joe Germanotta, a Man…",https://freerepublic.com/focus/f-chat/3937666/posts,,2021-02-25T18:13:05Z,"Skip to comments.
Lady Gagas dad Joe Germanotta says family is sick over dognappingNew York Post ^
 | Februa
 | Gabrielle Fonrouge
Posted on 02/25/2021 10:13:05 AM PST by nickcarraway
Lady Gagas… [+2414 chars]",,Freerepublic.com
ResearchBuzz,"Qur’an Manuscripts, China Speech Crimes, Google Live Caption, More: Friday Afternoon ResearchBuzz, February 26, 2021","NEW RESOURCES British Library: Qur’an manuscripts from Southeast Asia digitised by the Endangered Archives Programme. “I have recently been writing on the British Library’s collection of eight Qur’an manuscripts from Southeast Asia, […]",https://researchbuzz.me/2021/02/26/quran-manuscripts-china-speech-crimes-google-live-caption-more-friday-afternoon-researchbuzz-february-26-2021/,https://s0.wp.com/i/blank.jpg,2021-02-26T19:08:31Z,"NEW RESOURCES 
British Library: Quran manuscripts from Southeast Asia digitised by the Endangered Archives Programme. “I have recently been writing on the British Librarys collection of eight Quran … [+4925 chars]",,Researchbuzz.me
https://nypost.com,"NYC school encourages kids to stop using words like ‘mom,’ ‘dad’ in ‘inclusive language’ guide","A Manhattan private school aiming to use more “inclusive language” is encouraging its students to stop using the terms “mom,” “dad” and “parents” because the words make “assumptions” about kids’ home lives.",https://freerepublic.com/focus/f-news/3941401/posts,,2021-03-11T17:18:28Z,"Skip to comments.
NYC school encourages kids to stop using words like mom, dad in inclusive language guidehttps://nypost.com ^
 | March 10 2021
 | Elizabeth Elizizalde
Posted on 03/11/2021 9:18:2… [+2375 chars]",,Freerepublic.com
UK Daily Mail,Supreme Court says Manhattan prosecutors CAN get Donald Trump's tax returns to aid fraud and Stormy Daniels probe in massive blow to ex-president,"The U.S. Supreme Court on Monday paved the way for a New York City prosecutor to obtain former President Donald Trump's tax returns and other financial records as part of a criminal investigation, a blow to his quest to conceal details of his finances. The ju…",https://freerepublic.com/focus/f-news/3936764/posts,,2021-02-22T15:18:19Z,"Skip to comments.
Supreme Court says Manhattan prosecutors CAN get Donald Trump's tax returns to aid fraud and Stormy Daniels probe in massive blow to ex-presidentUK Daily Mail ^
 | February 22 202… [+2944 chars]",,Freerepublic.com
UK Daily Mail,"hug, 36, is charged with punching 68-year-old Sri Lankan immigrant in face while yelling 'you motherf******Asian' on NYC subway","A 68-year-old man Asian man has been violently assaulted on the New York City subway by an assailant shouting racial insults, in the latest shocking incident of anti-Asian hate. Narayange Bodhi, originally from Sri Lanka, was commuting to his job as a securit…",https://freerepublic.com/focus/f-news/3944185/posts,,2021-03-22T12:43:40Z,"Skip to comments.
hug, 36, is charged with punching 68-year-old Sri Lankan immigrant in face while yelling 'you motherf******Asian' on NYC subwayUK Daily Mail ^
 | March 22, 2021
 | Keith Griffith… [+2642 chars]",,Freerepublic.com
ddefrancesco@businessinsider.com (Dan DeFrancesco),"Goldman alums launch trading venue - Wall Street splashes out on AI, cloud - Alt data for young hedge funds","The top finance stories for February 24, including the latest news on a new trading venue for big investors looking to trade blocks of stocks.",https://www.businessinsider.com/top-finance-stories-of-the-day-for-february-24-2021-2,https://i.insider.com/60342d06bed5c50011a2bf04?width=1200&format=jpeg,2021-02-24T11:35:00Z,"Insider logo
The word ""Insider"".
Close icon
Two crossed lines that form an 'X'. It indicates a way to close an interaction, or dismiss a notification.
HomeChevron icon
It indicates an expandable… [+2998 chars]",business-insider,Business Insider
"ddefrancesco@businessinsider.com (Dan DeFrancesco,Jordan Parker Erb)",Wall Street's top recruiting trends - Inside Iconiq Capital - M&A targets in asset management,"The top finance stories for March 15, including the latest news on the biggest trends in recruiting on Wall Street.",https://www.businessinsider.com/top-finance-stories-of-the-day-for-march-15-2021-3,https://i.insider.com/6042bc932db4af00117e3e8c?width=1200&format=jpeg,2021-03-15T09:50:00Z,"Good morning and welcome to Insider Finance. I'm Dan DeFrancesco, and here's what's on the agenda today:
We are also looking for nominations for upcoming list of top equity research analysts under 3… [+2271 chars]",business-insider,Business Insider
The Associated Press,LGBTQ Catholics stung by Vatican rebuff of same-sex unions,The Vatican’s declaration that same-sex unions are a sin the Roman Catholic Church cannot bless was no surprise for LGBTQ Catholics in the United States — yet it stung deeply nonetheless.,https://www.nbcnews.com/feature/nbc-out/lgbtq-catholics-stung-vatican-rebuff-same-sex-unions-n1261211,https://media4.s-nbcnews.com/j/newscms/2021_11/3457174/210316-pope-francis-vatican-jm-1102_6c02887547551b7810ca10f23710968b.nbcnews-fp-1200-630.jpg,2021-03-16T15:28:24Z,"The Vaticans declaration that same-sex unions are a sin the Roman Catholic Church cannot bless was no surprise for LGBTQ Catholics in the United States yet it stung deeply nonetheless.
Marianne Dudd… [+5763 chars]",nbc-news,NBC News
DAVID CRARY and LUIS ANDRES HENAO Associated Press,LGBTQ Catholics stung by Vatican rebuff of same-sex unions,Francis has endorsed providing legal protections for same-sex couples.,https://abcnews.go.com/US/wireStory/lgbtq-catholics-stung-vatican-rebuff-sex-unions-76472627,https://s.abcnews.com/images/US/WireAP_015e268fc04a42f2a1a577e35bb86259_16x9_992.jpg,2021-03-15T18:53:31Z,"The Vaticans declaration that same-sex unions are a sin the Roman Catholic Church cannot bless was no surprise for LGBTQ Catholics in the United States yet it stung deeply nonetheless.
Marianne Dudd… [+5639 chars]",abc-news,ABC News
ddefrancesco@businessinsider.com (Dan DeFrancesco),Walmart's mystery fintech - PR cashes in on SPAC craze - Goldman exodus,"The top finance stories for March 4, including the latest news on",https://www.businessinsider.com/top-finance-stories-of-the-day-for-march-4-2021-3,https://i.insider.com/60400d5ab46d720018b04bc9?width=1200&format=jpeg,2021-03-04T10:50:00Z,"Good morning and welcome to Insider Finance. I'm Dan DeFrancesco, and here's what's on the agenda today:
We are also looking for nominations for upcoming list of top equity research analysts under 3… [+2649 chars]",business-insider,Business Insider
David Crary And Luis Andres Henao - The Associated Press,LGBTQ Catholics stung by Vatican rebuff of same-sex unions,The Vatican’s declaration that same-sex unions are a sin the Roman Catholic Church cannot bless was no surprise for LGBTQ Catholics in the United Stat...,https://www.thestar.com/news/world/2021/03/15/lgbtq-catholics-stung-by-vatican-rebuff-of-same-sex-unions.html,https://images.thestar.com/4nSbohlOQFK05NIiAWNKtr0EspI=/1280x1024/smart/filters:cb(1615834712927)/https://www.thestar.com/content/dam/thestar/news/world/2021/03/15/lgbtq-catholics-stung-by-vatican-rebuff-of-same-sex-unions/AJM101-22_2021_181931.jpg,2021-03-15T18:38:21Z,"The Vaticans declaration that same-sex unions are a sin the Roman Catholic Church cannot bless was no surprise for LGBTQ Catholics in the United States yet it stung deeply nonetheless.
Marianne Dudd… [+5711 chars]",,Toronto Star
The Hill,House Democrats will roll out legislation that would revoke lifetime pension and other taxpayer-funded perks from former presidents who are convicted of felonies during or after office.,"Two key House Democrats will roll out legislation Thursday that would revoke a lifetime pension and other taxpayer-funded perks from former presidents who are convicted of felonies during or after office. Rep. Sean Patrick Maloney (D-N.Y.), who leads the Demo…",https://freerepublic.com/focus/f-news/3937450/posts,,2021-02-25T01:02:14Z,"Skip to comments.
House Democrats will roll out legislation that would revoke lifetime pension and other taxpayer-funded perks from former presidents who are convicted of felonies during or after of… [+4969 chars]",,Freerepublic.com
Frank Miles,Hate crime charged in NYC Asian subway rider attack,"A Bronx man has been charged with a hate crime, Fox News has learned, in the alleged assault of a 68-year-old Asian subway rider in Lower Manhattan last week.",https://www.foxnews.com/us/hate-crime-charged-in-nyc-asian-subway-rider-attack,https://static.foxnews.com/foxnews.com/content/uploads/2021/03/Marc-Mathieu.jpg,2021-03-22T22:21:04Z,"A Bronx man has been charged with a hate crime, Fox News has learned, in the alleged assault of a 68-year-old Asian subway rider in Lower Manhattan last week.
Marc Mathieu, 36, allegedly repeatedly … [+1098 chars]",fox-news,Fox News
Via AP news wire,LGBTQ Catholics stung by Vatican rebuff of same-sex unions,LGBTQ Catholics in the United States say they weren’t surprised by the Vatican’s pronouncement that same-sex unions are a sin and can’t be blessed by the church,https://www.independent.co.uk/news/lgbtq-catholics-stung-by-vatican-rebuff-of-samesex-unions-god-vatican-pope-francis-glaad-lgbtq-b1817569.html,https://static.independent.co.uk/2021/03/15/18/Vatican_Gay_Unions_18247.jpg?width=1200&auto=webp&quality=75,2021-03-15T18:37:42Z,"The Vaticans declaration that same-sex unions are a sin the Roman Catholic Church cannot bless was no surprise for LGBTQ Catholics in the United States yet it stung deeply nonetheless. 
Marianne Dud… [+5656 chars]",independent,Independent
Ronan Farrow,Cuomo’s First Accuser Raises New Claims of Harassment and Retaliation,Ronan Farrow on the former aide to New York Governor Andrew Cuomo whose allegations of sexual harassment have prompted an uproar about the culture of bullying in his administration.,https://www.newyorker.com/news/news-desk/cuomos-first-accuser-raises-new-claims-of-harassment-and-retaliation,"https://media.newyorker.com/photos/605243d9c21fd17a83dc1053/16:9/w_1280,c_limit/Farrow-LindseyBoylan.jpg",2021-03-19T01:59:51Z,"On the morning of December 13, 2020, Lindsey Boylan sat in the passenger seat of her familys car, with her husband at the wheel and her six-year-old daughter in the back. She began typing a series of… [+14541 chars]",,The New Yorker
DivGuy,Brookfield Stocks: Which Type of Shares Should You Hold?,"Brookfield stocks have reported robust performances for several years. Most of them trade on both the Canadian and U.S. markets and offer generous dividend payouts. However, understanding the differences between Brookfield Infrastructure, Renewable, Propertie…",https://www.thedividendguyblog.com/brookfield-stocks-which-type-of-shares-should-you-hold/,https://www.thedividendguyblog.com/wp-content/themes/leia-en/imagenes/2021/03/brookfield-stocks.png,2021-03-23T11:49:30Z,"Brookfield stocks have reported robust performances for several years. Most of them trade on both the Canadian and U.S. markets and offer generous dividend payouts.
However, understanding the differ… [+12329 chars]",,Thedividendguyblog.com
Zack Budryk,Former French President Sarkozy sentenced to prison,Former French President Nicolas Sarkozy on Monday was sentenced to three years in prison with two years suspended after a court found him guilty on corruption and influence-peddling charges.In a Monday afternoon ru...,https://thehill.com/policy/international/europe/540971-former-french-president-sarkozy-sentenced-to-prison,https://thehill.com/sites/default/files/article_images/sarkozynicolas11142016getty.jpg,2021-03-01T14:29:27Z,"Former French President Nicolas Sarkozy on Monday was sentenced to three years in prison with two years suspended after a court found him guilty on corruption and influence-peddling charges.
In a Mo… [+2554 chars]",the-hill,The Hill
Amy Furr,"Report: NYC Mayor Bill de Blasio Heckled During Vigil, Anti-Asian Hate Protest",Protesters heckled and reportedly surrounded New York City Mayor Bill de Blasio on Friday at a Union Square vigil held to protest anti-Asian racism and remember victims of the Georgia massage parlor shootings.,https://www.breitbart.com/crime/2021/03/20/report-nyc-mayor-bill-de-blasio-heckled-during-vigil-anti-asian-hate-protest/,https://media.breitbart.com/media/2021/03/DeBlasio-Chased-at-Asian-Protest-640x335.jpg,2021-03-20T22:20:27Z,Protesters heckled and reportedly surrounded New York City Mayor Bill de Blasio on Friday at a Union Square vigil held to protest anti-Asian racism and remember victims of the Georgia massage parlor … [+1998 chars],breitbart-news,Breitbart News
米欣刚,Hundreds in NYC rally against anti-Asian hate,Hundreds of people from various races rallied Saturday at Foley Square in New York City's Lower Manhattan in protest against violence and crimes targeting Asian Americans.,http://www.china.org.cn/world/2021-03/01/content_77258072.htm,,2021-03-01T05:00:00Z,"Hundreds of people attend the American Asian Federation's Anti-Asian Hate Rally held at Foley Square/Federal Plaza in the lower Manhattan section of New York City, Feb. 27, 2021.[Photo/VCG]
Hundreds… [+1878 chars]",,China.org.cn
Flopping Aces,dems are bothered more by sexual harassment of a few women than they are the killing of 1000's of elderly,"Andrew Cuomo completely mismanaged the COVID crisis. His ineptitude caused the deaths of thousands of elderly. He ordered nursing homes to accept COVID positive patients and sounded very crass “Older people, vulnerable people, are going to die from this virus…",https://freerepublic.com/focus/f-bloggers/3942450/posts,,2021-03-15T20:25:13Z,"Skip to comments.
dems are bothered more by sexual harassment of a few women than they are the killing of 1000's of elderlyFlopping Aces ^
 | 03-15-21
 | DrJohn
Posted on 03/15/2021 1:25:13 PM PD… [+4865 chars]",,Freerepublic.com
Alana Mastrangelo,Watch — Crowd Protests Outside NBC Studios over Israel Vaccine Joke: ‘Anti-Semitism Isn’t Funny’,"Chants of ""Shame on NBC"" and ""Antisemitism isn't funny"" rang out in front of NBC Studios in Manhattan on Saturday night, as protesters gathered in response to what organizers called an anti-Semitic joke made by Saturday Night Live cast member Michael Che made…",https://www.breitbart.com/entertainment/2021/02/28/watch-crowd-protests-outside-nbc-studios-over-israel-vaccine-joke-anti-semitism-isnt-funny/,https://media.breitbart.com/media/2021/02/MichaelChesaturdaynightlive1-640x335.jpg,2021-02-28T13:27:25Z,"Chants of “Shame on NBC” and “Antisemitism isn’t funny” rang out in front of NBC Studios in Manhattan on Saturday night, as protesters gathered in response to what organizers called an anti-Semitic j… [+2818 chars]",breitbart-news,Breitbart News
Elizabeth Keogh,Asian man punched in Manhattan in unprovoked hate crime,"The 66-year-old victim parked his car on Allen St. near E. Houston St. on the Lower East Side just before 9 a.m., and was checking signs to see if his parking spot was legal when he was attacked, police and sources said. That’s when the attacker, who police h…",https://www.nydailynews.com/new-york/nyc-crime/ny-asian-man-hate-crime-20210320-dbnvcyze2jaxnj2ayp3dhq4kxu-story.html,https://www.nydailynews.com/resizer/ycSIDgAUpS2U8K0yHx-oz1Qexdk=/1200x0/center/bottom/cloudfront-us-east-1.images.arcpublishing.com/tronc/CEPC5VCY5VCWRM7TUWV2BITKWA.JPG,2021-03-20T21:38:28Z,,,New York Daily News
Paul Schwartz,Longtime Giants staffer Jon Berger mulling next move after tech-induced split,"As a teenager growing up in Queens, Jon Berger used to craft hand-written notes and mail them to Wellington Mara, the owner of the Giants. Imagine Berger’s surprise when Mara wrote back. Every time. That correspondence triggered a 40-year association between …",https://nypost.com/2021/03/01/jon-berger-explains-his-split-from-the-giants/,https://nypost.com/wp-content/uploads/sites/2/2021/03/giant-logo-helmet-jon-berger-split.jpg?quality=90&strip=all&w=1200,2021-03-02T01:29:10Z,"As a teenager growing up in Queens, Jon Berger used to craft hand-written notes and mail them to Wellington Mara, the owner of the Giants. Imagine Bergers surprise when Mara wrote back. Every time.
… [+3833 chars]",,New York Post
Elizabeth Keogh,Man accused of stabbing Asian man in Manhattan will not face hate crime charges,"The charges filed against him Saturday were attempted murder, two counts of assault and criminal possession of a weapon. Salman Muflihi, 23, was arrested and charged with attempted murder as a hate crime and assault as a hate crime in the Thursday night stabb…",https://www.nydailynews.com/new-york/nyc-crime/ny-no-hate-crime-stabbing-manhattan-20210228-zgkvdmcxwfa2vedcnxxylquhw4-story.html,https://www.nydailynews.com/resizer/UqV4NiuOj45u-xdto-hw81ZXQXs=/1200x0/left/middle/cloudfront-us-east-1.images.arcpublishing.com/tronc/AY6DOJYTYFBKBNXEBS44RRWBEE.JPG,2021-02-28T04:24:29Z,,,New York Daily News
feedfeeder,"Asian man stabbed in Lower Manhattan, suspect in custody - New York Post","Asian man stabbed in Lower Manhattan, suspect in custodyNew York Post Anti-Asian attacks: Chinatown patrols, guns and racial strifeThe Washington Post Anti-Asian violence has been rampant. Here's why it's not always a 'hate crime.'Yahoo News NYC attacker rand…",https://slashdot.org/firehose.pl?op=view&amp;id=143034868,,2021-02-26T07:52:25Z,"The F-15 Eagle: 
If it's up, we'll shoot it down. If it's down, we'll blow it up.
-- A McDonnel-Douglas ad from a few years ago",,Slashdot.org
Associated Press,LGBTQ Catholics stung by Vatican rebuff of same-sex unions,"The Vatican’s declaration that same-sex unions are a sin the Roman Catholic Church cannot bless was no surprise for LGBTQ Catholics in the United States — yet it stung deeply nonetheless. Marianne Duddy-Burke, executive director of DignityUSA, said her organi…",https://wgntv.com/news/lgbtq-catholics-stung-by-vatican-rebuff-of-same-sex-unions/,https://wgntv.com/wp-content/uploads/sites/5/2021/03/1000-1-1.jpeg?w=1280,2021-03-15T22:15:09Z,"The Vaticans declaration that same-sex unions are a sin the Roman Catholic Church cannot bless was no surprise for LGBTQ Catholics in the United States yet it stung deeply nonetheless.
Marianne Dudd… [+5310 chars]",,WGN TV Chicago
"Ariel Zilber, Associated",Proud Boys member 'was in contact with associate of Trump White House before Capitol riot',A member of the far-right group Proud Boys was allegedly in contact with an associate of the Trump White House in the days leading up to the MAGA riot at the United States Capitol on January 6.,https://www.dailymail.co.uk/news/article-9336075/Proud-Boys-member-contact-associate-Trump-White-House-Capitol-riot.html,https://i.dailymail.co.uk/1s/2021/03/07/20/40174230-0-image-a-9_1615148146350.jpg,2021-03-07T20:37:06Z,"A member of the far-right group Proud Boys was in contact with an associate of the Trump White House in the days leading up to the MAGA riot at the United States Capitol on January 6, it has been cla… [+9385 chars]",,Daily Mail
Graham Rayman,‘I came here to f--- up Asians’: Woman hit in face with metal pipe in latest Manhattan hate crime,"The victim, who is Asian, was walking near Grand St. and Ludlow St. when the bigot screamed the crazed threat and bashed her with the pipe about 4:45 p.m. Sunday.",https://www.nydailynews.com/new-york/nyc-crime/ny-anti-asian-hate-crime-metal-pipe-20210322-abziqfi57jhexivlrxqk33wuq4-story.html,https://www.nydailynews.com/resizer/3fBHltl1-_0o1qWDdLrosfQ8dH4=/1200x0/top/cloudfront-us-east-1.images.arcpublishing.com/tronc/VD3XBEGTFBEI7K3NMP2IETHBX4.JPG,2021-03-22T13:27:23Z,,,New York Daily News
Thomas Tracy,Woman walking dog in lower Manhattan is spat and cursed at in latest anti-Asian hate crime,The 33-year-old victim was walking her dog along Spring St. near Elizabeth St. when the stranger spat at her about 8 p.m. Wednesday.,https://www.nydailynews.com/new-york/nyc-crime/ny-woman-walking-dog-latest-anti-asian-hate-crime-20210318-ecdbbdeo6rgifouwojcqllyyqa-story.html,https://www.nydailynews.com/resizer/95oQlDRwwyq5OS3koN2g0-k3szE=/1200x0/top/cloudfront-us-east-1.images.arcpublishing.com/tronc/S4SY6O6O3ZADNLUPRLRIVYYS2A.JPG,2021-03-18T18:30:10Z,,,New York Daily News
